Gene.ID	Gene.Name	HGNC	EntrezGene	RefSeq	transcript_id
ENSG00000055208.18	TAB2	TAB2	23118	NA;NM_015093.5;NM_001292035.2;NM_001292034.2	ENST00000367456.5;ENST00000538427.5;ENST00000606202.1;ENST00000606797.5;ENST00000636456.1;ENST00000637181.1
ENSG00000055211.12	GINM1	GINM1	116254	NM_138785.3;NA	ENST00000367419.9;ENST00000433539.1
ENSG00000055332.16	EIF2AK2	EIF2AK2	5610	NA;NM_001135651.2;NM_001135652.2	ENST00000233057.8;ENST00000390013.3;ENST00000395127.6;ENST00000405334.5;ENST00000411537.6
ENSG00000055483.19	USP36	USP36	57602	NA;NM_001321291.1	ENST00000312010.10;ENST00000449938.6;ENST00000542802.7;ENST00000586066.3;ENST00000586531.5;ENST00000586896.2;ENST00000587783.5;ENST00000588130.5;ENST00000588365.1;ENST00000589424.5;ENST00000590546.6;ENST00000592231.5;ENST00000592275.5
ENSG00000055609.17	KMT2C	KMT2C	58508	NM_170606.2;NA	ENST00000262189.10;ENST00000355193.6;ENST00000360104.7;ENST00000418061.1;ENST00000418673.1;ENST00000424877.5;ENST00000452749.1;ENST00000558665.1
ENSG00000055732.12	MCOLN3	MCOLN3	55283	NM_001253693.1;NA;NM_018298.10	ENST00000341115.8;ENST00000370587.5;ENST00000370589.6
ENSG00000055813.5	CCDC85A	CCDC85A	114800	NM_001080433.1	ENST00000407595.2
ENSG00000055917.15	PUM2	PUM2	23369	NM_001282791.1;NM_001282790.1;NM_001282752.1;NA	ENST00000319801.9;ENST00000338086.9;ENST00000361078.6;ENST00000403432.5;ENST00000424110.1;ENST00000440577.5;ENST00000442400.5
ENSG00000055950.16	MRPL43	MRPL43	84545	NM_176793.1;NM_176792.2;NM_032112.2;NM_176794.1;NM_001308396.1;NA	ENST00000299179.9;ENST00000318325.6;ENST00000318364.12;ENST00000342071.5;ENST00000370234.4;ENST00000370236.5;ENST00000370241.7;ENST00000370242.8;ENST00000448244.5;ENST00000477279.1;ENST00000523148.5
ENSG00000055955.15	ITIH4	ITIH4	3700	NM_002218.4;NM_001166449.1;NA	ENST00000266041.8;ENST00000406595.5;ENST00000441637.2;ENST00000485816.5
ENSG00000055957.10	ITIH1	ITIH1	3697	NM_001166434.2;NA;NM_001166435.2	ENST00000273283.6;ENST00000405128.3;ENST00000428133.5;ENST00000537050.5
ENSG00000056050.6	HPF1	HPF1	54969	NM_017867.2	ENST00000393381.2
ENSG00000056097.15	ZFR	ZFR	51663	NM_016107.3	ENST00000265069.12
ENSG00000056277.15	ZNF280C	ZNF280C	55609	NM_017666.4;NA	ENST00000370978.8;ENST00000447817.1
ENSG00000056291.17	NPFFR2	NPFFR2	10886	NM_004885.2;NA;NM_053036.2;NM_001144756.1	ENST00000308744.10;ENST00000344413.5;ENST00000358749.3;ENST00000395999.5
ENSG00000056487.15	PHF21B	PHF21B	112885	NM_138415.4;NM_001242450.1;NM_001284296.1;NA;NM_001135862.2	ENST00000313237.9;ENST00000396103.7;ENST00000403565.5;ENST00000414269.1;ENST00000420689.1;ENST00000629843.2
ENSG00000056558.10	TRAF1	TRAF1	7185	NM_005658.4;NM_001190945.1;NM_001190947.1	ENST00000373887.7;ENST00000540010.1;ENST00000546084.5
ENSG00000056586.15	RC3H2	RC3H2	54542	NA;NM_001100588.1;NM_018835.2	ENST00000335387.9;ENST00000357244.6;ENST00000373670.5;ENST00000398671.2;ENST00000423239.6;ENST00000454740.5;ENST00000471874.2
ENSG00000056736.9	IL17RB	IL17RB	55540	NM_018725.3;NA	ENST00000288167.7;ENST00000494338.1
ENSG00000056972.18	TRAF3IP2	TRAF3IP2	10758	NM_147200.2;NM_001164281.2;NM_001164283.2;NM_147686.3;NA	ENST00000340026.10;ENST00000359831.8;ENST00000368735.1;ENST00000368761.9;ENST00000392556.8
ENSG00000056998.19	GYG2	GYG2	8908	NM_001184703.1;NM_001184704.1;NM_001079855.1;NA	ENST00000353656.10;ENST00000381157.2;ENST00000381163.7;ENST00000398806.7;ENST00000520904.3;ENST00000639373.1
ENSG00000057019.15	DCBLD2	DCBLD2	131566	NM_080927.3;NA	ENST00000326840.10;ENST00000326857.9;ENST00000449482.1
ENSG00000057149.15	SERPINB3	SERPINB3	6317	NM_006919.2;NA	ENST00000283752.9;ENST00000332821.8
ENSG00000057252.12	SOAT1	SOAT1	6646	NM_003101.5;NA;NM_001252512.1;NM_001252511.1	ENST00000367619.7;ENST00000426956.1;ENST00000539888.5;ENST00000540564.5
ENSG00000057294.14	PKP2	PKP2	5318	NM_004572.3;NM_001005242.2;NA	ENST00000070846.10;ENST00000340811.8;ENST00000546741.2
ENSG00000057468.6	MSH4	MSH4	4438	NM_002440.3	ENST00000263187.3
ENSG00000057593.13	F7	F7	2155	NM_019616.3;NM_000131.4;NM_001267554.1	ENST00000346342.7;ENST00000375581.3;ENST00000541084.5
ENSG00000057608.16	GDI2	GDI2	2665	NA;NM_001115156.1;NM_001494.3	ENST00000380127.5;ENST00000380181.7;ENST00000380191.8;ENST00000418688.5;ENST00000447751.5;ENST00000456041.5;ENST00000608581.5;ENST00000609712.1
ENSG00000057657.15	PRDM1	PRDM1	639	NM_182907.2;NA;NM_001198.3	ENST00000369089.3;ENST00000369091.6;ENST00000369096.8;ENST00000424894.1;ENST00000450060.5
ENSG00000057663.14	ATG5	ATG5	9474	NM_001286106.1;NM_001286111.1;NM_001286108.1;NR_104402.1;NM_001286107.1;NA	ENST00000343245.7;ENST00000360666.6;ENST00000369076.7;ENST00000613993.1;ENST00000635758.2;ENST00000636437.1
ENSG00000057704.12	TMCC3	TMCC3	57458	NM_020698.3;NA;NM_001301036.1	ENST00000261226.8;ENST00000548918.1;ENST00000551457.1
ENSG00000057757.9	PITHD1	PITHD1	57095	NM_020362.4;NA	ENST00000246151.8;ENST00000374524.1;ENST00000415372.1
ENSG00000057935.13	MTA3	MTA3	57504	NM_001330442.1;NM_001282755.1;NM_001282756.1;NA;NM_020744.3	ENST00000405094.1;ENST00000405592.5;ENST00000406652.5;ENST00000406911.5;ENST00000407270.7;ENST00000433553.5
ENSG00000058056.8	USP13	USP13	8975	NM_003940.2;NA	ENST00000263966.7;ENST00000496897.5;ENST00000497155.1
ENSG00000058063.15	ATP11B	ATP11B	23200	NM_014616.2;NA	ENST00000323116.9;ENST00000482070.1;ENST00000484691.1;ENST00000491699.6;ENST00000493826.1;ENST00000498086.5
ENSG00000058085.14	LAMC2	LAMC2	3918	NM_005562.2;NM_018891.2	ENST00000264144.4;ENST00000493293.5
ENSG00000058091.16	CDK14	CDK14	5218	NM_012395.3;NM_001287135.1;NM_001287136.1;NA;NM_001287137.1	ENST00000265741.7;ENST00000380050.7;ENST00000406263.5;ENST00000430760.5;ENST00000436577.3;ENST00000446224.5;ENST00000446790.5;ENST00000449528.5;ENST00000456689.5
ENSG00000058262.9	SEC61A1	SEC61A1	29927	NM_013336.3;NA	ENST00000243253.7;ENST00000424880.2;ENST00000464451.5;ENST00000481210.5
ENSG00000058272.16	PPP1R12A	PPP1R12A	4659	NM_001143885.1;NM_001244990.1;NM_002480.2;NM_001143886.1;NA;NM_001244992.1	ENST00000261207.9;ENST00000437004.6;ENST00000450142.6;ENST00000546369.5;ENST00000547131.1;ENST00000547330.5;ENST00000548318.1;ENST00000550107.5;ENST00000550299.5;ENST00000550510.5;ENST00000553081.5;ENST00000634739.1
ENSG00000058335.15	RASGRF1	RASGRF1	5923	NM_153815.2;NM_002891.4;NM_001145648.1	ENST00000394745.3;ENST00000419573.7;ENST00000558480.6
ENSG00000058404.19	CAMK2B	CAMK2B	816	NA;NM_172084.2;NM_172082.2;NM_001293170.1;NM_172083.2;NM_172081.2;NM_001220.4;NM_172078.2;NM_172079.2	ENST00000258682.10;ENST00000346990.8;ENST00000347193.8;ENST00000350811.7;ENST00000353625.8;ENST00000358707.7;ENST00000395747.6;ENST00000395749.6;ENST00000415369.5;ENST00000421607.1;ENST00000424197.5;ENST00000425809.5;ENST00000433930.1;ENST00000440254.6;ENST00000457475.5
ENSG00000058453.16	CROCC	CROCC	9696	NM_014675.4;NA	ENST00000375541.9;ENST00000445545.6;ENST00000467715.2;ENST00000467938.5
ENSG00000058600.15	POLR3E	POLR3E	55718	NM_018119.3;NM_001258036.1;NM_001258034.1;NA;NM_001258033.1;NM_001258035.1	ENST00000299853.9;ENST00000359210.8;ENST00000418581.6;ENST00000563024.5;ENST00000564209.5;ENST00000564883.5;ENST00000565358.5;ENST00000569757.1;ENST00000615879.4
ENSG00000058668.14	ATP2B4	ATP2B4	493	NA;NM_001684.4;NM_001001396.2	ENST00000341360.6;ENST00000356729.5;ENST00000357681.9;ENST00000367218.7;ENST00000458092.5
ENSG00000058673.16	ZC3H11A	ZC3H11A	9877	NM_001319238.1;NA;NM_014827.5	ENST00000332127.8;ENST00000367210.2;ENST00000367212.7;ENST00000367214.5;ENST00000432282.5;ENST00000453771.5;ENST00000639812.1
ENSG00000058729.10	RIOK2	RIOK2	55781	NM_018343.2;NM_001159749.1;NA	ENST00000283109.7;ENST00000508447.1;ENST00000511012.1;ENST00000511293.1
ENSG00000058799.14	YIPF1	YIPF1	54432	NM_018982.4;NR_135075.1	ENST00000072644.6;ENST00000371399.5
ENSG00000058804.11	NDC1	NDC1	55706	NM_001168551.1	ENST00000371429.3
ENSG00000058866.14	DGKG	DGKG	1608	NM_001080744.1;NA;NM_001080745.1	ENST00000265022.7;ENST00000344484.8;ENST00000382164.8;ENST00000437018.2
ENSG00000059122.16	FLYWCH1	FLYWCH1	84256	NM_001308068.1;NA;NM_020912.1	ENST00000253928.13;ENST00000344592.9;ENST00000416288.6;ENST00000570425.5;ENST00000571580.1;ENST00000571983.5;ENST00000573525.1;ENST00000573564.5;ENST00000575679.1
ENSG00000059145.18	UNKL	UNKL	64718	NM_001276414.1;NM_001037125.3;NM_001193388.3;NM_001193389.1;NA	ENST00000248104.11;ENST00000301712.5;ENST00000389221.8;ENST00000397464.5;ENST00000402641.6;ENST00000508903.6;ENST00000513783.1
ENSG00000059377.16	TBXAS1	TBXAS1	6916	NM_001130966.2;NM_030984.3;NA;NM_001166254.1;NM_001061.4;NM_001166253.1	ENST00000336425.9;ENST00000411653.5;ENST00000416849.6;ENST00000425687.5;ENST00000438104.5;ENST00000448866.5;ENST00000455353.5;ENST00000458722.5
ENSG00000059378.12	PARP12	PARP12	64761	NM_022750.3;NA	ENST00000263549.7;ENST00000484111.1;ENST00000489809.5
ENSG00000059573.8	ALDH18A1	ALDH18A1	5832	NM_001017423.1;NM_001323412.1	ENST00000371221.3;ENST00000371224.6
ENSG00000059588.9	TARBP1	TARBP1	6894	NM_005646.3	ENST00000040877.1
ENSG00000059691.11	GATB	GATB	5188	NM_004564.2;NA	ENST00000263985.10;ENST00000508611.1;ENST00000512306.5;ENST00000515812.5
ENSG00000059728.10	MXD1	MXD1	4084	NM_001202513.1;NA;NM_001202514.1	ENST00000264444.6;ENST00000435990.5;ENST00000540449.5
ENSG00000059758.7	CDK17	CDK17	5128	NM_002595.4;NA;NM_001170464.2	ENST00000261211.7;ENST00000542666.5;ENST00000543119.6;ENST00000548734.1;ENST00000551816.5;ENST00000552262.1;ENST00000552496.5
ENSG00000059769.19	DNAJC25	DNAJC25	548645	NM_001015882.2	ENST00000313525.3
ENSG00000059804.15	SLC2A3	SLC2A3	6515	NM_006931.2;NA	ENST00000075120.11;ENST00000544291.1
ENSG00000059915.16	PSD	PSD	5662	NM_002779.4;NM_001270965.1;NA;NM_001270966.1	ENST00000020673.5;ENST00000406432.5;ENST00000461698.5;ENST00000611678.4
ENSG00000060069.16	CTDP1	CTDP1	9150	NM_048368.3;NM_001202504.1;NA;NM_001318511.1;NM_004715.4	ENST00000075430.11;ENST00000299543.8;ENST00000590635.5;ENST00000591598.5;ENST00000613122.4
ENSG00000060138.12	YBX3	YBX3	8531	NM_003651.4;NM_001145426.1;NA	ENST00000228251.8;ENST00000279550.11;ENST00000544622.4
ENSG00000060140.8	STYK1	STYK1	55359	NM_018423.2;NA	ENST00000075503.7;ENST00000535345.5;ENST00000538867.5;ENST00000541561.1;ENST00000542562.5;ENST00000542924.1
ENSG00000060237.16	WNK1	WNK1	65125	NM_018979.3;NM_213655.4;NA;NM_014823.2;NM_001184985.1	ENST00000315939.10;ENST00000340908.8;ENST00000447667.2;ENST00000530271.6;ENST00000534872.1;ENST00000535572.5;ENST00000535698.1;ENST00000537687.5;ENST00000543065.1;ENST00000544559.1;ENST00000544965.5;ENST00000545285.5;ENST00000574564.1;ENST00000574679.1
ENSG00000060339.13	CCAR1	CCAR1	55749	NM_001282959.1;NA;NR_104262.1	ENST00000265872.10;ENST00000494903.2;ENST00000536012.5;ENST00000536391.5;ENST00000538031.5;ENST00000539539.5;ENST00000543225.5;ENST00000543706.1;ENST00000543719.5;ENST00000630771.2
ENSG00000060491.16	OGFR	OGFR	11054	NM_007346.2;NA	ENST00000290291.10;ENST00000370461.5;ENST00000450048.1;ENST00000621591.4
ENSG00000060558.3	GNA15	GNA15	2769	NM_002068.3	ENST00000262958.3
ENSG00000060566.13	CREB3L3	CREB3L3	84699	NM_001271997.1;NM_001271995.1;NA	ENST00000078445.6;ENST00000595923.5;ENST00000602147.1;ENST00000602257.5
ENSG00000060642.10	PIGV	PIGV	55650	NM_017837.3;NM_001202554.1;NA	ENST00000078527.8;ENST00000374145.5;ENST00000430292.5;ENST00000431541.5;ENST00000455364.1
ENSG00000060656.19	PTPRU	PTPRU	10076	NM_005704.4;NM_001195001.1;NA;NM_133177.3	ENST00000345512.7;ENST00000373779.7;ENST00000428026.6;ENST00000460170.2
ENSG00000060688.12	SNRNP40	SNRNP40	9410	NM_004814.2;NA	ENST00000263694.8;ENST00000373720.3
ENSG00000060709.14	RIMBP2	RIMBP2	23504	NM_015347.4;NM_001351233.1;NA	ENST00000261655.8;ENST00000535703.5;ENST00000536632.1
ENSG00000060718.20	COL11A1	COL11A1	1301	NM_001190709.1;NM_080629.2;NM_001854.3;NA;NM_080630.3	ENST00000353414.8;ENST00000358392.6;ENST00000370096.7;ENST00000427239.5;ENST00000447608.1;ENST00000512756.5
ENSG00000060749.14	QSER1	QSER1	79832	NM_001076786.2;NA	ENST00000399302.6;ENST00000524678.1;ENST00000527788.5;ENST00000528155.1
ENSG00000060762.18	MPC1	MPC1	51660	NA;NM_016098.3;NM_001270879.1	ENST00000341756.10;ENST00000360961.10;ENST00000621630.1;ENST00000621685.4
ENSG00000060971.17	ACAA1	ACAA1	30	NM_001130410.1;NM_001607.3;NA	ENST00000301810.11;ENST00000333167.12;ENST00000421218.1;ENST00000450296.5;ENST00000452171.5;ENST00000625927.2;ENST00000627515.2
ENSG00000060982.14	BCAT1	BCAT1	586	NM_005504.6;NM_001178092.1;NM_001178094.1;NM_001178093.1;NM_001178091.1;NA	ENST00000261192.11;ENST00000342945.9;ENST00000538118.5;ENST00000539282.5;ENST00000539780.5;ENST00000546285.1
ENSG00000061273.17	HDAC7	HDAC7	51564	NM_015401.4;NM_001098416.3;NA;NM_001308090.1	ENST00000080059.11;ENST00000354334.7;ENST00000380610.8;ENST00000417107.5;ENST00000417902.5;ENST00000421231.5;ENST00000422254.5;ENST00000427332.6;ENST00000430670.5;ENST00000433685.5;ENST00000434070.5;ENST00000440293.5;ENST00000445237.2;ENST00000447463.5;ENST00000450805.5;ENST00000548080.5;ENST00000552960.5
ENSG00000061337.15	LZTS1	LZTS1	11178	NM_021020.3;NA	ENST00000265801.6;ENST00000381569.5;ENST00000522290.5;ENST00000616228.1
ENSG00000061455.10	PRDM6	PRDM6	93166	NM_001136239.1	ENST00000407847.4
ENSG00000061492.11	WNT8A	WNT8A	7478	NA;NM_001300938.1;NM_001300939.1	ENST00000398754.1;ENST00000504809.5;ENST00000506684.5
ENSG00000061656.9	SPAG4	SPAG4	6676	NM_001317931.1;NA	ENST00000374273.7;ENST00000430878.1;ENST00000454819.1
ENSG00000061676.14	NCKAP1	NCKAP1	10787	NM_205842.2;NM_013436.4	ENST00000360982.2;ENST00000361354.8
ENSG00000061794.12	MRPS35	MRPS35	60488	NM_021821.3;NM_001190864.1;NA	ENST00000081029.7;ENST00000538315.5;ENST00000542791.1
ENSG00000061918.12	GUCY1B3	GUCY1B3	2983	NM_000857.3;NM_001291951.1;NA;NM_001291955.1;NM_001291952.1;NM_001291953.1	ENST00000264424.12;ENST00000502959.5;ENST00000503520.5;ENST00000505154.5;ENST00000505764.5;ENST00000507146.5;ENST00000513437.1
ENSG00000061936.9	SFSWAP	SFSWAP	6433	NM_004592.3;NA;NM_001261411.1	ENST00000261674.8;ENST00000537164.1;ENST00000541286.5
ENSG00000061938.17	TNK2	TNK2	10188	NM_005781.4;NM_001010938.1;NA;NM_001308046.1	ENST00000333602.11;ENST00000381916.6;ENST00000411741.1;ENST00000416152.5;ENST00000424563.5;ENST00000427576.1;ENST00000428187.5;ENST00000433111.1;ENST00000438207.5
ENSG00000061987.15	MON2	MON2	23041	NM_001278470.1;NM_001278472.1;NM_001278469.1;NA;NM_001278471.1	ENST00000393629.6;ENST00000393630.7;ENST00000546600.5;ENST00000552115.5;ENST00000552738.5;ENST00000641654.1
ENSG00000062038.13	CDH3	CDH3	1001	NM_001317196.1;NM_001317195.1;NA	ENST00000264012.8;ENST00000429102.6;ENST00000568292.1;ENST00000569080.1
ENSG00000062096.14	ARSF	ARSF	416	NM_004042.4;NM_001201538.1	ENST00000359361.2;ENST00000381127.5
ENSG00000062194.15	GPBP1	GPBP1	65056	NM_001127236.2;NM_001331037.1;NM_022913.3;NM_001127235.2;NM_001203246.1	ENST00000264779.6;ENST00000424459.7;ENST00000506184.6;ENST00000511209.5;ENST00000514387.6
ENSG00000062282.14	DGAT2	DGAT2	84649	NM_032564.4;NM_001253891.1;NA	ENST00000228027.11;ENST00000376262.7;ENST00000603276.5;ENST00000604733.5;ENST00000604935.5;ENST00000605099.1
ENSG00000062370.16	ZNF112	ZNF112	7771	NM_001083335.1;NM_013380.3;NA	ENST00000337401.8;ENST00000354340.8;ENST00000587909.1;ENST00000588057.1;ENST00000590687.5
ENSG00000062485.18	CS	CS	1431	NM_004077.2;NA	ENST00000351328.7;ENST00000542324.6;ENST00000546930.5;ENST00000547298.5;ENST00000548041.5;ENST00000548567.5;ENST00000548746.5;ENST00000549221.5;ENST00000550159.5;ENST00000550655.5;ENST00000550734.5;ENST00000551137.5;ENST00000551253.5;ENST00000551430.6;ENST00000551473.5;ENST00000551936.5;ENST00000551968.5;ENST00000552688.5
ENSG00000062524.15	LTK	LTK	4058	NM_002344.5;NM_206961.3;NM_001135685.1;NA	ENST00000263800.10;ENST00000355166.9;ENST00000453182.2;ENST00000561619.5
ENSG00000062582.13	MRPS24	MRPS24	64951	NM_032014.2;NA	ENST00000317534.5;ENST00000418740.5
ENSG00000062598.17	ELMO2	ELMO2	63916	NM_133171.4;NA;NM_001318253.1;NM_182764.2	ENST00000290246.10;ENST00000352077.6;ENST00000372176.5;ENST00000396391.5;ENST00000425546.5;ENST00000450812.5;ENST00000452857.5
ENSG00000062650.18	WAPL	WAPL	23063	NA;NM_001318328.1	ENST00000263070.11;ENST00000298767.9;ENST00000372075.2;ENST00000618527.4
ENSG00000062716.12	VMP1	VMP1	81671	NM_030938.3;NA	ENST00000262291.8;ENST00000587259.5;ENST00000587945.1;ENST00000589823.6;ENST00000591315.5;ENST00000591877.1;ENST00000592106.5
ENSG00000062725.9	APPBP2	APPBP2	10513	NM_001282476.1;NA	ENST00000083182.7;ENST00000585368.1
ENSG00000062822.12	POLD1	POLD1	5424	NM_001256849.1;NA;NM_001308632.1	ENST00000440232.6;ENST00000593407.5;ENST00000593887.1;ENST00000593981.1;ENST00000595904.5;ENST00000596425.1;ENST00000599857.5;ENST00000601098.5;ENST00000613923.4
ENSG00000063015.19	SEZ6	SEZ6	124925	NM_178860.4;NA;NM_001098635.1;NM_001290202.1	ENST00000317338.16;ENST00000335960.10;ENST00000360295.13;ENST00000442608.7;ENST00000535262.1;ENST00000539265.1;ENST00000540632.6;ENST00000585644.1
ENSG00000063046.17	EIF4B	EIF4B	1975	NM_001300821.1;NA	ENST00000262056.13;ENST00000416762.7;ENST00000420463.7;ENST00000549481.5;ENST00000551002.5;ENST00000552490.5
ENSG00000063127.15	SLC6A16	SLC6A16	28968	NM_014037.2;NA	ENST00000335875.8;ENST00000454748.7;ENST00000594180.1;ENST00000594917.1;ENST00000597969.5;ENST00000598828.1
ENSG00000063169.10	BICRA	BICRA	29998	NM_015711.3;NA	ENST00000396720.7;ENST00000594866.1;ENST00000614245.1
ENSG00000063176.15	SPHK2	SPHK2	56848	NM_020126.4;NM_001243876.1;NA;NM_001204159.2;NM_001204160.2;NM_001204158.2	ENST00000245222.8;ENST00000340932.7;ENST00000593308.1;ENST00000598088.5;ENST00000599029.2;ENST00000599748.5;ENST00000600537.5;ENST00000601704.1;ENST00000601712.5
ENSG00000063177.12	RPL18	RPL18	6141	NA;NM_000979.3;NM_001270490.1	ENST00000084795.9;ENST00000546623.5;ENST00000549273.5;ENST00000549920.5;ENST00000550645.5;ENST00000550973.5;ENST00000552588.5
ENSG00000063180.8	CA11	CA11	770	NM_001217.4;NA	ENST00000084798.8;ENST00000596080.1
ENSG00000063241.7	ISOC2	ISOC2	79763	NM_024710.2;NM_001136201.1;NM_001136202.1;NA	ENST00000085068.7;ENST00000425675.6;ENST00000438389.6;ENST00000587226.5;ENST00000589080.1
ENSG00000063244.12	U2AF2	U2AF2	11338	NM_007279.2;NM_001012478.1;NA	ENST00000308924.8;ENST00000450554.6;ENST00000590551.1
ENSG00000063245.14	EPN1	EPN1	29924	NM_013333.3;NM_001130072.1;NM_001130071.1;NA	ENST00000085079.11;ENST00000270460.10;ENST00000411543.6;ENST00000589704.1
ENSG00000063322.13	MED29	MED29	55588	NM_017592.2;NA;NM_001317770.1	ENST00000315588.9;ENST00000594368.5;ENST00000596297.1;ENST00000599213.6;ENST00000615911.4
ENSG00000063438.16	AHRR	AHRR	57491	NM_020731.4;NA;NM_001242412.1	ENST00000316418.9;ENST00000504625.1;ENST00000505113.5;ENST00000506456.1;ENST00000510400.5;ENST00000511487.1;ENST00000512529.5;ENST00000514523.1;ENST00000515206.5
ENSG00000063515.2	GSC2	GSC2	2928	NM_005315.1	ENST00000086933.2
ENSG00000063587.13	ZNF275	ZNF275	10838	NA;NM_001080485.3	ENST00000370249.2;ENST00000370251.3
ENSG00000063601.16	MTMR1	MTMR1	8776	NM_003828.3;NA;NM_001306144.1;NM_001306145.1	ENST00000370390.7;ENST00000429965.6;ENST00000434699.6;ENST00000436701.5;ENST00000438018.5;ENST00000439546.6;ENST00000445323.6;ENST00000490316.6;ENST00000493995.6;ENST00000542156.5
ENSG00000063660.8	GPC1	GPC1	2817	NM_002081.2;NA	ENST00000264039.6;ENST00000420138.5;ENST00000425056.5;ENST00000426280.3;ENST00000427506.5;ENST00000455111.1
ENSG00000063761.15	ADCK1	ADCK1	57143	NM_020421.3;NM_001142545.1;NA	ENST00000238561.9;ENST00000341211.5;ENST00000557501.5
ENSG00000063854.12	HAGH	HAGH	3029	NM_001040427.1;NM_005326.4;NM_001286249.1;NA	ENST00000397353.6;ENST00000397356.7;ENST00000455446.6;ENST00000564445.5;ENST00000566644.5;ENST00000566709.5;ENST00000569339.1
ENSG00000063978.15	RNF4	RNF4	6047	NM_002938.4;NA;NM_001185009.2;NM_001185010.2	ENST00000314289.12;ENST00000502316.5;ENST00000503659.5;ENST00000504224.5;ENST00000506706.5;ENST00000507247.5;ENST00000509258.5;ENST00000511600.5;ENST00000511859.5;ENST00000513450.1;ENST00000541204.5
ENSG00000064012.21	CASP8	CASP8	841	NA;NM_001228.4;NM_033356.3;NM_001080125.1;NM_033358.3;NM_001080124.1;NM_033355.3	ENST00000264274.13;ENST00000264275.9;ENST00000323492.11;ENST00000358485.8;ENST00000392258.7;ENST00000392263.6;ENST00000392266.7;ENST00000413726.5;ENST00000424461.5;ENST00000429881.1;ENST00000432109.6;ENST00000440732.5;ENST00000444430.2;ENST00000447616.5;ENST00000450491.5
ENSG00000064042.17	LIMCH1	LIMCH1	22998	NM_014988.3;NM_001112720.2;NM_001112719.2;NA;NM_001330672.1;NM_001112718.2;NM_001330674.1;NM_001289122.1;NM_001112717.2;NM_001289124.1	ENST00000313860.11;ENST00000381753.8;ENST00000396595.7;ENST00000446625.6;ENST00000503057.5;ENST00000508466.1;ENST00000508501.5;ENST00000509277.5;ENST00000509454.5;ENST00000509638.5;ENST00000511424.5;ENST00000511496.5;ENST00000512632.5;ENST00000512820.5;ENST00000512946.5;ENST00000513024.5;ENST00000514096.5
ENSG00000064102.14	INTS13	INTS13	55726	NM_018164.2;NA	ENST00000261191.11;ENST00000536232.1;ENST00000537336.1;ENST00000538155.5;ENST00000538727.5;ENST00000544548.5
ENSG00000064115.10	TM7SF3	TM7SF3	51768	NM_016551.2;NA	ENST00000343028.8;ENST00000512808.2;ENST00000535423.5;ENST00000535819.1;ENST00000537406.1;ENST00000539741.5;ENST00000543088.5;ENST00000543655.5;ENST00000543803.5;ENST00000545303.5;ENST00000545344.5;ENST00000545600.1
ENSG00000064195.7	DLX3	DLX3	1747	NM_005220.2;NA	ENST00000434704.2;ENST00000512495.2
ENSG00000064199.6	SPA17	SPA17	53340	NM_017425.3;NA	ENST00000227135.6;ENST00000532692.1
ENSG00000064201.15	TSPAN32	TSPAN32	10077	NM_139022.2;NA	ENST00000182290.8;ENST00000381117.1;ENST00000381121.7;ENST00000451520.6;ENST00000612299.4
ENSG00000064205.10	WISP2	WISP2	8839	NA;NM_001323369.1;NM_001323370.1	ENST00000190983.4;ENST00000372865.4;ENST00000372868.6
ENSG00000064218.4	DMRT3	DMRT3	58524	NM_021240.3;NA	ENST00000190165.2;ENST00000417254.1
ENSG00000064225.12	ST3GAL6	ST3GAL6	10402	NM_001271142.1;NM_001323363.1;NA;NM_001271146.1;NM_001271145.1	ENST00000265261.10;ENST00000394162.5;ENST00000460774.5;ENST00000468553.5;ENST00000477574.5;ENST00000483910.5;ENST00000485145.1;ENST00000485391.5;ENST00000486334.6;ENST00000492254.5;ENST00000497008.5;ENST00000613264.4
ENSG00000064270.12	ATP2C2	ATP2C2	9914	NM_001291454.1;NM_001286527.2	ENST00000262429.8;ENST00000416219.6
ENSG00000064300.8	NGFR	NGFR	4804	NM_002507.3;NA	ENST00000172229.7;ENST00000504201.1;ENST00000509200.5
ENSG00000064309.14	CDON	CDON	50937	NM_016952.4;NM_001243597.1;NA	ENST00000263577.11;ENST00000392693.7;ENST00000527967.5;ENST00000531586.5;ENST00000531738.5;ENST00000534661.5;ENST00000534818.1
